"recid","age","hsged","white","children","jtpa","married","male","treatment","delta","days"
309128,19,0,0,0,1,0,1,1,1,410
309131,36,1,1,0,0,0,0,0,0,647
309135,18,1,1,0,0,0,1,1,1,16
309136,34,1,0,1,1,0,1,1,1,44
309137,22,1,1,1,0,1,0,0,1,104
309138,21,1,0,0,1,0,0,1,1,176
309141,18,1,1,0,0,1,0,1,1,215
309142,32,1,1,1,0,0,0,0,0,585
309143,31,0,1,0,1,0,1,1,0,612
309145,38,1,1,1,1,1,1,1,1,52
309146,24,0,0,1,1,0,0,1,1,313
309147,25,1,1,0,0,0,1,0,1,8
309148,22,1,1,0,1,0,1,1,1,2
309150,17,0,0,1,1,0,0,1,1,184
309151,20,0,0,0,0,0,1,0,1,324
309152,28,0,0,0,0,0,1,1,1,73
309154,25,0,1,1,1,0,0,1,0,376
309159,27,1,1,0,1,0,1,1,1,249
309162,37,0,0,1,0,0,0,0,1,250
309165,20,0,1,0,0,0,1,0,1,184
309166,17,0,0,1,0,0,0,0,0,1134
309167,64,1,1,0,1,1,1,1,0,658
309170,17,1,1,0,1,0,1,1,1,63
309171,19,0,1,0,0,0,1,0,0,650
309175,21,1,0,0,0,0,1,1,1,8
309183,39,1,1,1,0,0,1,0,1,68
309187,26,0,0,1,1,1,0,1,1,329
309190,39,1,0,1,0,0,1,1,1,6
309191,31,0,0,1,0,0,0,0,0,693
309193,28,1,1,1,0,0,0,0,1,534
309194,29,0,1,0,1,0,0,0,1,364
309195,57,1,1,0,1,1,0,0,1,321
309197,26,0,0,1,1,0,0,1,1,21
309199,18,1,0,0,0,0,1,1,1,172
309200,27,0,1,1,0,0,0,1,1,25
309201,29,1,0,0,0,0,1,0,1,305
309202,27,1,1,0,0,0,1,0,0,1010
309207,32,1,1,1,0,0,0,0,1,16
309208,43,1,0,0,1,0,0,1,1,1
309209,46,1,1,1,1,0,0,1,1,399
309216,17,1,0,0,0,0,0,1,1,96
309217,28,0,1,0,0,0,1,1,1,116
309219,36,1,0,0,0,0,0,1,0,599
309220,22,1,1,1,1,0,0,1,1,102
309221,41,0,1,0,0,0,0,1,0,738
309222,23,1,0,0,1,0,1,0,1,425
309223,18,1,0,0,1,0,1,1,1,158
309225,24,0,0,0,1,0,1,1,1,335
309226,23,0,1,0,0,0,1,1,1,77
309227,42,0,0,1,1,0,0,1,0,551
309230,40,0,1,0,0,0,1,1,1,167
309232,25,1,1,1,1,1,1,1,1,18
309234,20,0,1,0,0,0,1,0,1,150
309236,23,0,1,1,1,0,0,0,1,35
309238,20,0,0,0,0,0,1,0,1,221
309241,16,0,1,1,1,0,0,1,1,47
309243,21,1,1,1,0,0,0,1,1,862
309245,19,0,0,0,0,0,0,0,0,786
309246,22,1,0,1,0,1,1,1,1,470
309248,40,1,1,1,1,1,1,1,1,26
309249,43,1,1,1,0,0,0,0,1,64
309250,19,1,1,0,1,1,1,1,1,8
309252,24,1,1,1,0,0,0,1,1,180
309254,21,0,1,0,1,0,1,1,1,554
309258,35,1,0,1,1,0,0,1,1,119
309259,21,1,1,0,0,0,1,1,1,6
309261,23,0,1,0,0,0,0,1,1,138
309262,49,1,1,0,0,1,0,0,1,189
309263,42,1,1,1,0,1,0,0,1,44
309264,21,0,0,0,1,0,1,1,1,606
309265,32,0,0,1,1,0,0,1,1,31
309267,33,1,1,1,1,1,1,1,1,38
309268,27,1,1,0,0,0,1,0,1,364
309269,42,1,1,1,0,1,1,0,0,1001
309270,20,0,1,0,1,0,1,1,1,52
309271,26,1,0,1,0,0,0,0,0,373
309272,20,0,1,0,0,1,1,0,1,221
309275,35,1,1,0,1,0,1,1,1,19
309276,20,1,1,0,0,0,1,0,1,40
309277,20,1,0,0,1,0,1,1,0,595
309279,23,1,1,0,1,0,1,1,1,76
309280,20,1,1,1,1,0,0,1,1,77
309281,19,0,0,0,1,0,0,1,0,1038
309283,22,1,0,0,1,0,1,1,1,319
309284,22,1,1,0,0,0,0,1,1,156
309287,18,0,0,1,1,0,0,1,1,367
309288,20,0,1,0,1,0,1,1,1,94
309293,37,1,1,1,1,0,0,1,1,194
309294,27,0,1,0,0,0,0,1,1,4
309295,21,1,0,0,0,0,1,1,1,254
309298,24,1,0,1,0,0,0,1,0,392
309303,16,0,1,0,0,0,0,1,1,139
309305,16,0,1,0,0,0,1,1,1,220
309306,42,1,1,1,1,0,0,1,1,504
309307,20,1,0,1,0,0,0,0,0,762
309308,31,1,0,1,1,0,0,1,1,135
309310,19,0,1,0,0,0,1,1,1,65
309311,46,1,0,1,0,1,1,0,1,7
309312,26,1,1,0,0,1,0,0,1,243
309313,22,0,1,1,1,0,0,1,1,310
309314,17,0,0,0,1,0,1,1,0,722
309315,26,1,0,1,1,0,0,1,1,282
309316,17,0,0,0,0,0,1,0,1,133
309317,33,0,0,1,1,1,0,1,0,621
309319,49,1,1,1,0,1,0,0,0,517
309320,35,1,1,1,0,0,0,0,1,596
309321,46,0,0,0,1,1,0,1,0,1020
309322,76,1,1,0,0,1,1,1,0,564
309323,21,1,0,1,0,0,0,1,1,149
309325,34,1,0,1,1,0,0,1,1,139
309326,43,1,1,0,1,0,1,1,1,17
309327,70,0,0,0,1,0,0,1,0,620
309329,28,0,0,0,0,0,0,1,1,532
309331,31,1,1,0,0,1,0,1,1,338
309334,30,0,0,0,1,0,1,1,1,590
309336,18,1,0,0,1,0,0,1,1,47
309337,47,0,0,1,1,1,0,1,1,62
309338,22,0,1,0,1,0,1,1,1,36
309339,22,0,0,1,1,0,0,1,1,4
309340,17,0,1,0,0,0,1,1,1,136
309342,19,1,0,0,1,0,0,1,1,921
309343,22,0,1,1,1,0,0,1,1,3
309344,55,0,0,1,1,1,0,1,1,94
309345,30,0,1,0,1,0,1,1,1,33
309348,24,0,0,1,0,0,0,1,0,410
309349,29,0,0,1,0,1,1,0,1,266
309350,21,1,1,1,0,0,0,0,1,401
309352,29,1,1,0,0,0,1,0,1,403
309353,33,1,1,1,1,1,1,1,1,391
309356,24,0,1,1,1,0,0,1,1,420
309357,36,0,0,1,1,1,1,1,1,94
309358,27,0,0,1,1,0,0,1,1,8
309359,30,1,0,1,1,0,1,1,1,45
309361,33,0,1,1,1,1,1,1,1,14
309362,47,0,1,1,0,1,1,1,1,396
309363,19,0,1,0,1,0,1,1,0,1049
309366,33,1,0,1,1,1,1,1,1,120
309368,20,0,1,0,0,0,1,0,1,21
309370,26,0,1,1,1,0,0,1,0,861
309372,22,1,1,0,0,1,1,0,1,266
309373,38,1,0,0,0,0,0,0,1,4
309375,28,0,1,0,1,0,1,1,1,79
309380,38,0,0,1,1,1,0,1,1,248
309382,30,0,1,1,0,1,1,0,1,323
309383,18,0,0,0,0,0,0,0,0,388
309385,33,0,0,1,0,1,0,0,1,21
309386,41,0,1,1,0,1,1,0,1,18
309387,20,1,0,0,1,0,0,1,1,626
309391,22,0,1,0,0,0,0,1,1,112
309392,22,1,1,0,1,1,1,0,0,673
309393,25,1,1,0,1,0,1,1,1,20
309394,43,1,1,1,1,1,0,1,0,453
309397,32,1,1,1,0,1,1,0,1,4
309398,24,0,1,1,0,1,1,1,1,39
309399,25,0,0,0,0,0,1,0,1,82
309400,19,1,0,0,1,0,0,1,1,89
309401,32,1,0,1,0,0,0,1,1,48
309403,20,1,1,0,0,0,0,1,1,210
309405,22,1,1,0,1,0,0,1,1,20
309409,27,0,0,1,0,1,1,0,1,457
309410,32,1,1,1,0,1,1,1,1,319
309412,26,1,0,1,1,0,0,1,1,543
309413,46,1,1,1,1,1,1,1,0,441
309415,21,1,1,0,0,0,1,1,1,233
309417,24,1,0,0,1,0,1,1,1,27
309418,31,0,1,1,0,1,0,0,1,11
309419,19,0,0,1,1,0,0,1,0,537
309420,50,1,1,1,0,1,0,1,1,51
309421,17,0,1,0,0,0,0,0,1,425
309429,34,0,1,1,0,0,0,1,1,11
309430,51,0,1,0,1,1,1,1,1,423
309431,25,0,0,1,1,0,0,1,1,2
309433,25,0,0,0,1,0,0,1,1,323
309434,29,1,1,1,0,0,0,0,1,119
309436,22,0,0,0,0,0,1,0,1,24
309437,25,1,1,1,1,0,0,1,1,1
309438,22,1,1,1,0,1,1,1,1,26
309439,53,0,0,0,1,0,1,1,1,355
309443,38,0,1,1,1,1,0,1,1,55
309444,26,1,0,1,1,0,0,1,1,66
309446,46,1,1,0,1,1,0,1,1,111
309451,41,1,0,1,0,0,1,1,1,513
309452,29,1,0,1,1,0,0,1,1,654
309453,23,0,0,1,1,0,0,1,0,912
309454,20,1,1,0,0,0,0,1,1,23
309455,20,0,1,1,0,1,0,0,1,226
309456,25,1,1,1,0,1,0,1,1,23
309457,24,0,0,0,1,0,0,1,1,192
309458,39,0,1,0,0,0,0,1,1,50
309459,36,0,1,0,0,1,1,0,1,98
309460,29,1,1,1,0,0,0,0,1,16
309462,23,1,1,0,0,0,1,1,1,463
309463,20,1,1,0,0,1,1,1,1,287
309464,53,0,1,1,0,1,1,1,1,151
309465,17,0,0,0,0,0,0,1,1,230
309466,34,1,1,1,0,0,0,0,1,27
309467,36,0,1,0,0,0,1,1,1,42
309471,38,1,0,1,0,1,1,0,1,409
309474,45,1,1,1,1,1,1,1,1,215
309475,22,1,1,1,1,1,0,1,1,7
309477,32,0,1,1,1,0,1,1,1,96
309478,24,1,0,0,0,0,0,0,1,33
309481,25,0,0,1,1,0,0,1,1,54
309482,49,1,1,0,1,1,0,1,1,48
309484,18,0,1,0,1,0,0,0,0,1244
309486,27,1,1,1,1,1,0,1,1,23
309487,36,1,0,0,0,0,1,0,0,729
309491,18,0,0,0,0,0,1,0,1,254
309497,22,1,1,0,1,0,1,1,1,149
309498,28,1,0,0,1,0,0,1,1,210
309500,23,0,1,0,1,0,1,1,1,3
309502,37,0,1,1,1,0,1,1,1,14
309503,35,0,1,1,1,0,0,1,1,77
309507,17,0,0,0,0,0,1,0,1,63
309508,20,1,0,0,1,0,1,1,1,270
309509,18,1,0,0,0,0,0,0,1,46
309510,20,0,1,0,0,0,1,1,1,129
309514,21,1,1,1,1,0,0,1,1,212
309515,32,1,0,0,1,0,1,1,1,840
309516,23,0,1,0,1,1,0,1,0,549
309517,17,0,1,1,0,0,0,0,1,534
309519,32,1,0,1,1,1,0,1,0,560
309520,35,1,1,0,0,0,1,1,1,137
309521,30,1,1,1,1,0,0,1,1,168
309522,26,1,0,0,1,0,1,1,1,259
309523,37,1,1,1,0,1,1,0,0,562
309529,19,0,0,1,0,0,0,0,1,77
309531,23,1,1,1,1,0,0,1,1,13
309532,36,0,0,0,1,0,1,1,1,310
309534,24,1,0,1,1,0,0,1,1,431
309536,18,0,0,1,0,0,0,0,1,380
309540,37,1,1,1,0,0,0,1,0,582
309545,32,1,0,1,0,1,1,0,1,308
309548,40,1,0,1,0,0,0,0,1,136
309549,44,0,0,0,0,0,0,1,1,56
309550,28,1,1,1,1,0,0,1,1,28
309551,21,1,1,1,0,0,0,1,1,128
309552,24,0,1,0,0,0,1,0,0,663
309553,28,1,0,1,1,0,0,1,1,61
309554,24,0,0,1,1,1,1,1,1,59
309556,20,1,0,0,0,0,0,0,1,8
309557,21,0,1,0,0,0,0,0,1,44
309559,24,1,0,0,1,0,1,1,1,40
309560,43,0,1,1,1,0,0,1,1,15
309561,16,0,1,0,1,0,0,1,1,164
309563,24,1,1,1,1,1,1,1,1,355
309564,38,1,1,1,0,1,0,0,0,601
309569,34,1,1,0,0,1,0,0,1,69
309571,42,0,1,0,1,0,1,0,1,99
309574,19,1,0,0,0,0,1,0,1,33
309576,19,0,1,0,0,0,0,0,1,39
309577,20,0,1,0,1,0,0,1,1,301
309579,25,0,0,1,0,0,0,0,1,49
309581,19,0,0,0,1,1,1,1,1,62
309582,22,1,1,1,0,0,0,0,1,206
309583,18,1,1,0,1,0,1,1,1,143
309587,43,0,1,0,1,0,0,1,0,553
309589,38,0,0,1,1,0,0,0,1,380
309593,22,1,0,1,0,0,0,1,1,361
309595,25,0,0,1,1,0,0,1,1,2
309601,43,0,1,0,1,1,1,1,1,94
309603,38,1,0,0,0,0,1,0,0,540
309604,29,0,0,1,0,0,0,0,1,112
309605,26,1,0,1,1,0,1,1,1,59
309606,21,0,0,1,0,0,0,1,0,812
309609,19,0,0,0,1,0,0,1,1,517
309611,30,0,0,0,0,0,1,1,1,576
309612,23,0,1,1,1,0,0,0,1,59
309613,29,1,0,0,1,0,1,1,0,553
309614,38,0,1,0,1,0,1,1,1,5
309619,23,0,1,0,1,0,0,0,1,38
309621,26,0,1,1,1,1,0,1,1,142
309622,20,0,0,0,0,0,1,0,1,29
309624,47,0,1,1,1,1,1,1,1,714
309626,19,1,1,0,1,0,0,1,1,456
309627,19,0,1,0,0,1,1,1,1,53
309629,27,0,1,1,0,1,1,1,1,14
309630,19,0,0,1,0,0,0,1,1,447
309631,23,0,1,0,0,0,1,0,1,188
309633,21,1,0,0,1,0,0,1,1,152
309634,33,1,0,1,1,1,1,1,1,49
309635,18,0,0,0,1,0,1,1,1,249
309639,18,0,0,0,0,0,0,0,0,1084
309640,24,0,0,1,0,1,1,1,1,155
309641,31,1,0,1,1,1,1,1,1,197
309643,25,0,0,0,0,0,1,1,1,71
309644,33,1,0,1,1,1,1,1,1,44
309647,18,0,1,1,0,0,0,0,1,328
309650,29,0,1,1,0,1,1,0,1,52
309652,16,0,1,0,0,0,0,1,1,39
309653,42,0,1,0,1,0,1,1,0,595
309654,68,0,1,0,0,1,0,0,0,611
309655,24,1,1,0,1,0,0,1,1,6
309657,21,1,1,0,0,0,0,0,1,134
309658,61,0,0,1,0,0,0,0,0,685
309659,73,0,0,0,1,1,1,1,1,28
309660,21,1,1,0,1,0,1,1,1,8
309661,24,0,1,1,1,1,1,0,1,24
309662,35,1,0,1,0,0,0,1,1,122
309664,33,1,1,0,1,0,0,1,1,536
309669,26,1,1,0,0,0,1,0,1,259
309672,19,0,0,0,0,0,1,1,1,416
309674,27,1,0,1,1,0,0,1,1,71
309675,30,0,0,1,0,0,0,1,1,459
309679,18,0,1,0,1,0,0,1,1,713
309680,22,1,0,0,1,0,0,1,1,175
309682,27,1,1,1,0,1,1,0,1,81
309683,26,1,1,0,0,1,1,0,1,21
309684,20,0,1,1,1,0,0,1,1,102
309685,31,0,0,1,0,0,0,0,1,437
309686,28,0,0,1,1,0,0,1,0,689
309690,27,0,1,1,1,0,0,1,1,308
309691,39,1,0,1,0,1,0,0,0,568
309692,24,1,0,1,0,1,1,0,1,18
309694,27,0,1,1,1,1,0,1,1,199
309695,25,1,1,1,0,0,0,1,1,297
309696,30,1,1,0,0,0,1,0,1,223
309697,27,1,1,1,1,0,0,1,1,205
309698,21,0,1,0,1,0,0,1,0,546
309700,24,1,0,1,1,1,0,1,1,125
309701,40,1,1,1,1,0,0,1,1,54
309702,26,0,1,0,1,0,1,1,1,15
309704,30,1,1,1,0,1,1,0,1,19
309706,17,0,1,0,1,0,1,1,1,49
309707,31,1,0,0,0,0,1,0,1,250
309708,26,1,0,1,1,0,0,1,1,161
309711,21,0,0,1,1,0,0,1,1,450
309714,35,1,0,1,0,1,1,0,1,70
309715,21,1,1,0,1,0,1,1,1,201
309717,16,0,1,1,1,1,0,1,1,462
309718,19,1,0,0,1,0,0,1,0,1117
309723,24,0,1,1,1,1,1,1,1,12
309725,28,0,1,0,1,0,0,1,1,10
309726,25,1,1,1,1,0,0,1,1,456
309727,34,1,1,1,0,1,1,0,1,50
309729,22,0,1,0,1,0,0,0,1,52
309732,24,0,0,1,1,1,1,1,1,52
309733,18,0,1,1,1,0,0,1,1,268
309735,21,1,0,0,0,0,1,1,1,62
309737,27,1,1,1,0,1,1,0,1,633
309738,19,1,1,1,1,0,0,1,1,193
309739,32,1,0,0,1,0,1,1,1,237
309740,19,1,0,0,0,0,0,0,1,41
309742,30,0,0,1,0,0,0,1,0,798
309743,33,1,1,0,0,0,1,1,1,334
309744,21,1,1,0,0,0,1,0,1,36
309750,31,1,1,0,0,0,1,1,0,1056
309751,28,0,1,1,0,1,1,0,1,37
309752,20,1,1,0,0,0,0,1,1,2
309759,36,1,0,1,0,0,0,0,1,366
309760,21,1,0,1,0,0,0,1,1,2
309761,39,1,1,1,1,0,0,1,1,276
309764,24,1,1,1,0,1,0,0,1,223
309765,32,1,1,0,1,0,0,1,1,119
309766,37,1,0,1,0,0,0,0,1,41
309767,19,1,0,0,1,0,1,1,1,264
309768,34,1,0,1,0,0,0,0,1,48
309770,57,0,0,0,1,0,1,1,1,1
309771,29,1,1,1,0,0,1,0,1,168
309772,33,1,0,1,1,1,0,1,1,509
309773,31,1,1,1,1,0,0,1,0,646
309780,22,0,0,1,0,0,0,0,1,174
309781,57,0,0,1,0,1,0,1,0,607
309783,48,0,1,0,0,1,1,0,1,82
309784,50,0,0,0,1,0,0,1,0,595
309785,30,1,1,1,0,0,0,0,1,312
309786,26,0,0,1,1,0,0,1,1,8
309788,25,0,0,0,1,0,0,1,1,174
309796,20,1,0,1,1,0,1,0,1,154
309797,30,0,0,1,1,0,0,1,1,2
309798,19,0,1,1,1,0,0,1,1,4
309799,19,1,1,0,0,0,0,0,1,231
309801,17,0,1,0,1,0,0,1,1,578
309802,37,1,1,1,1,1,0,1,1,91
309803,20,0,1,0,0,0,0,0,1,158
309804,26,0,0,0,1,0,1,1,0,593
309805,21,0,1,1,0,0,0,0,1,78
309806,30,1,1,1,1,0,1,1,1,11
309807,18,0,1,0,1,0,1,1,1,18
309809,31,1,0,1,0,0,0,0,1,34
309810,30,1,1,1,0,1,0,0,1,4
309813,23,1,0,0,0,0,0,1,1,16
309818,30,1,0,1,1,1,1,1,1,746
309820,19,0,0,0,0,1,1,0,1,20
309821,16,0,0,0,0,0,0,1,0,512
309823,40,1,1,1,0,1,0,0,0,545
309825,23,1,0,1,1,0,0,1,1,195
309828,37,0,1,1,0,0,0,1,1,6
309830,19,1,1,0,1,0,0,1,1,2
309831,17,0,0,0,1,0,0,1,1,682
309833,27,0,1,1,1,1,0,1,1,16
309834,17,0,1,0,0,0,1,1,1,96
309835,46,0,1,0,1,1,0,1,1,57
309836,41,1,1,0,1,1,0,1,0,1014
309837,18,0,0,0,1,0,1,1,1,434
309838,53,1,0,1,0,0,0,1,1,174
309839,36,1,1,0,0,0,0,1,1,81
309840,26,0,0,1,1,0,0,1,0,451
309842,37,1,1,0,1,0,0,1,1,276
309843,53,0,0,0,1,0,1,1,0,521
309845,41,1,1,0,1,0,1,1,1,355
309846,19,0,1,1,0,0,0,1,1,397
309850,28,1,0,1,0,0,0,0,1,53
309851,22,1,1,0,0,0,1,1,0,415
309852,29,0,0,1,0,0,1,0,1,68
309859,28,1,1,0,1,0,0,1,1,24
309860,46,0,1,0,0,1,1,0,1,102
309861,37,0,1,0,0,0,1,0,1,8
309862,80,0,0,1,1,1,1,1,1,64
309867,29,1,0,1,1,0,0,1,1,5
309869,25,0,0,0,0,0,1,1,1,108
309870,29,0,0,1,0,0,0,1,0,662
309872,41,1,0,1,1,1,1,1,1,79
309874,19,1,1,1,0,1,0,1,1,1
309878,34,1,1,1,1,1,0,1,1,336
309879,27,1,0,1,1,0,0,1,1,149
309880,31,1,1,1,0,1,0,1,1,73
309881,18,1,1,0,1,0,0,1,1,111
309882,27,0,0,0,0,0,1,0,0,682
309883,43,1,1,0,1,1,0,1,1,3
309886,25,0,0,1,1,0,0,1,1,69
309890,38,1,0,1,0,1,1,0,0,909
309897,20,1,1,0,1,0,0,1,1,53
309899,34,0,0,1,0,0,1,0,1,30
309902,38,0,1,0,0,0,0,1,0,735
309903,24,0,0,1,1,1,1,1,1,62
309904,35,1,1,1,0,0,0,1,1,17
309905,44,1,0,1,1,0,0,1,0,674
309906,46,1,1,1,0,1,1,0,1,60
309908,29,0,1,0,0,0,1,0,1,18
309909,19,0,1,0,0,0,1,1,1,560
309911,36,0,1,0,0,0,0,1,1,124
309913,21,0,1,0,0,0,0,1,1,765
309914,18,0,0,0,1,0,1,1,1,103
309915,17,0,0,1,0,0,0,1,0,614
309919,19,1,1,0,0,0,1,0,1,26
309920,16,0,1,0,0,0,0,0,1,26
309922,19,0,1,1,1,0,0,1,1,12
309925,41,0,1,1,1,0,0,1,1,138
309926,25,1,1,1,1,0,0,1,1,344
309927,26,1,0,0,1,1,1,1,1,58
309928,20,0,1,1,1,0,0,1,1,119
309929,24,1,1,1,1,0,0,1,1,345
309931,30,1,1,1,0,0,0,0,1,480
309932,26,0,0,0,0,0,1,0,1,411
309938,25,1,0,1,1,0,0,0,1,138
309940,24,1,0,1,0,0,0,1,1,28
309941,56,1,0,0,0,0,0,1,1,108
309945,40,1,1,0,0,0,0,1,1,433
309951,23,0,1,1,1,0,0,1,1,113
309953,19,1,1,0,0,0,0,0,1,378
309955,45,0,0,1,1,0,0,1,1,22
309956,34,0,0,0,0,0,1,0,1,74
309957,25,0,0,1,0,0,0,0,1,315
309960,22,0,1,1,1,0,1,1,1,353
309961,36,1,1,0,0,0,1,0,0,530
309967,22,1,1,1,1,1,0,1,0,583
309970,57,0,1,0,1,0,0,1,0,619
309971,19,1,1,0,1,0,1,1,1,13
309974,18,1,1,0,0,0,0,1,0,802
309975,38,1,1,1,0,0,1,0,1,38
309976,41,0,1,1,0,0,0,0,1,4
309977,36,1,0,1,1,0,0,1,1,34
309980,29,0,1,0,1,0,1,1,1,70
309981,35,1,0,0,0,0,1,0,1,331
309984,16,0,0,0,1,0,1,1,1,4
309985,22,0,0,0,1,0,0,1,1,21
309986,23,1,0,0,0,0,1,0,0,1059
309987,49,0,0,0,0,0,1,0,1,30
309989,21,1,0,1,1,0,0,1,1,146
309991,32,0,1,0,0,0,1,1,1,81
309993,32,1,1,0,0,0,1,0,1,163
309994,23,0,0,1,0,0,0,1,1,15
309995,21,1,1,1,0,1,0,0,1,4
309999,22,1,1,1,0,0,0,0,1,369
310000,27,1,0,0,1,0,1,1,0,627
310003,28,1,1,1,0,0,0,0,0,626
310004,23,1,0,0,0,0,1,0,1,114
310005,20,0,0,0,1,0,1,1,1,12
310008,18,0,1,0,0,0,1,0,1,276
310010,20,1,0,1,1,0,0,1,1,255
310012,32,0,0,1,0,1,0,0,1,1018
310013,26,0,1,1,0,1,0,1,1,385
310016,18,0,1,0,1,0,1,1,1,253
310017,43,0,0,0,1,0,0,1,1,42
310018,28,1,1,1,0,1,0,0,1,303
310019,34,1,1,0,1,0,1,0,1,24
310020,19,1,0,0,0,0,0,0,1,1326
310022,31,0,0,1,0,0,0,0,1,312
310023,38,1,1,1,0,0,0,0,1,154
310024,20,1,0,0,1,0,1,1,1,86
310025,29,0,1,0,1,0,1,1,1,318
310026,26,1,1,1,0,1,1,0,1,18
310027,46,0,1,1,0,0,0,1,0,684
310028,41,1,1,1,1,1,0,1,1,196
310030,21,1,0,0,0,0,1,1,1,385
310031,29,0,1,1,1,1,1,1,1,200
310034,49,1,0,1,0,0,0,1,0,744
310035,36,0,0,1,1,0,0,0,1,3
310038,23,0,1,1,0,1,1,1,1,283
310041,60,0,1,1,0,0,1,0,0,593
310042,23,1,1,1,1,1,0,1,1,124
310045,23,0,0,1,0,0,0,0,0,404
310046,41,1,1,0,0,0,1,0,0,642
310048,36,0,1,0,0,0,1,1,1,360
310049,29,0,0,1,0,0,0,1,1,112
310050,31,1,0,0,0,0,1,1,1,110
310051,19,1,0,0,1,0,0,1,1,480
310052,17,0,1,1,1,0,0,1,1,277
310053,18,0,0,0,0,0,1,1,0,660
310055,42,0,1,0,1,0,1,1,1,180
310056,20,1,0,0,1,1,1,1,1,63
310060,35,0,0,0,0,0,0,1,1,170
310062,34,1,1,1,0,1,1,1,1,11
310064,20,1,1,0,0,0,1,1,1,70
310065,24,1,1,0,0,0,1,1,1,210
310068,18,1,0,0,0,0,0,1,1,49
310069,22,1,1,0,1,0,1,1,1,3
310070,23,1,1,1,1,0,0,1,1,357
310071,20,1,0,0,1,0,0,1,1,68
310074,18,0,1,0,1,0,1,1,1,124
310075,54,0,0,1,1,1,1,1,1,960
310079,20,0,1,0,1,0,1,1,1,552
310080,23,0,0,0,1,0,1,0,1,149
310083,21,0,1,0,1,0,0,1,1,37
310090,21,0,1,1,0,1,1,0,0,606
310092,22,1,0,1,0,0,0,1,0,477
310093,18,0,0,0,0,0,1,1,1,338
310094,27,1,0,1,0,0,0,1,0,600
310095,16,0,1,0,0,0,0,0,1,243
310098,26,0,0,0,0,0,0,1,1,135
310099,18,0,0,0,0,0,1,1,1,112
310100,43,0,1,0,0,0,1,1,1,125
310101,27,1,0,0,0,0,1,1,0,667
310102,18,1,0,0,1,0,0,1,1,374
310104,16,0,0,0,0,0,0,0,0,594
310106,28,0,1,1,1,1,1,1,1,191
310107,19,0,1,0,0,0,1,0,1,167
310108,19,1,0,1,0,0,0,0,1,250
310109,25,0,0,0,0,0,0,1,1,31
310113,19,0,1,0,1,0,0,1,1,114
310114,19,1,1,1,1,1,1,1,1,261
310116,20,0,1,0,0,0,1,1,1,234
310118,26,1,0,1,1,0,0,1,1,46
310120,17,0,0,0,0,0,1,1,1,127
310122,34,1,0,1,0,1,0,0,1,222
310123,30,1,1,1,0,0,0,0,0,694
310125,24,0,0,1,1,0,1,1,1,114
310127,42,1,1,1,1,1,0,1,1,134
310128,27,1,1,1,1,0,0,1,1,143
310130,27,1,0,1,1,0,0,1,1,84
310136,31,0,0,0,0,0,0,0,1,11
310139,19,1,1,0,0,0,1,1,1,530
310141,20,1,1,1,1,0,0,1,1,109
310143,20,1,1,0,0,0,1,1,1,254
310145,25,0,1,0,0,0,1,1,1,68
310146,22,1,0,0,0,0,1,0,1,54
310147,26,0,1,0,0,0,1,0,1,7
310149,37,0,0,0,1,1,1,1,1,218
310155,18,0,0,1,0,0,1,0,1,138
310156,19,0,1,0,1,0,0,1,1,47
310157,30,0,0,0,0,0,0,1,0,1192
310160,28,1,1,1,0,0,0,0,1,4
310163,32,0,1,0,1,0,1,1,1,206
310168,18,0,1,0,1,1,1,1,1,38
310169,17,0,1,0,1,0,1,1,1,2
310170,45,0,1,1,1,0,0,1,1,70
310171,20,1,0,0,0,0,1,1,1,164
310172,70,0,1,0,1,1,1,1,0,1146
310173,47,0,1,1,0,1,1,0,0,550
310174,18,0,0,0,0,0,1,1,1,418
310177,39,0,1,1,0,0,0,0,1,88
310178,37,0,0,1,0,0,0,1,0,707
310179,18,1,0,0,0,0,0,1,1,432
310180,18,0,0,1,0,0,0,0,1,162
310181,17,0,1,0,0,0,1,0,1,110
310183,16,0,0,1,0,0,1,0,1,77
310184,26,0,0,1,0,0,0,0,0,708
310186,25,0,1,0,0,0,0,0,1,29
310187,28,0,0,0,1,0,1,1,1,85
310188,20,0,1,0,1,0,0,1,1,98
310189,35,1,0,0,1,0,1,0,1,28
310192,19,0,1,1,1,1,0,1,1,60
310193,19,0,0,0,0,0,0,1,1,257
310196,19,1,1,0,1,0,1,1,0,610
310197,29,1,0,1,0,0,0,0,1,58
310199,23,0,0,1,0,0,0,1,1,67
310200,26,1,1,0,0,0,1,1,1,888
310201,32,0,1,1,0,1,0,0,1,11
310202,27,1,0,1,1,0,0,0,1,363
310205,25,1,1,1,0,1,1,1,1,190
310207,21,1,1,0,1,0,0,1,1,168
310208,42,0,1,0,1,0,0,1,1,13
310212,26,1,0,1,0,0,0,1,1,497
310213,42,1,0,1,1,1,0,1,1,41
310215,18,0,0,0,1,0,1,1,1,67
310216,23,1,1,0,1,0,0,1,1,152
310217,23,0,1,1,1,0,0,1,1,267
310218,22,1,1,0,0,0,1,1,1,792
310219,32,0,1,1,1,0,0,1,1,171
310220,36,0,0,1,0,0,0,1,1,365
310221,29,0,1,1,1,1,0,1,1,200
310223,30,0,1,1,1,1,0,1,0,573
310225,18,0,1,0,0,0,0,0,1,69
310228,24,1,0,1,0,0,0,0,1,301
310230,28,0,0,1,0,1,0,1,1,46
